"time","future","rate"
"2021-10-20T20:00:00+00:00","BTC-PERP","0.000041"
"2021-10-20T19:00:00+00:00","BTC-PERP","0.000045"
"2021-10-20T18:00:00+00:00","BTC-PERP","0.000062"
"2021-10-20T17:00:00+00:00","BTC-PERP","0.000055"
"2021-10-20T16:00:00+00:00","BTC-PERP","0.000067"
"2021-10-20T15:00:00+00:00","BTC-PERP","0.000067"
"2021-10-20T14:00:00+00:00","BTC-PERP","0.000049"
"2021-10-20T13:00:00+00:00","BTC-PERP","0.000023"
"2021-10-20T12:00:00+00:00","BTC-PERP","0.000023"
"2021-10-20T11:00:00+00:00","BTC-PERP","0.000015"
"2021-10-20T10:00:00+00:00","BTC-PERP","0.000009"
"2021-10-20T09:00:00+00:00","BTC-PERP","0.000014"
"2021-10-20T08:00:00+00:00","BTC-PERP","0.000023"
"2021-10-20T07:00:00+00:00","BTC-PERP","0.000022"
"2021-10-20T06:00:00+00:00","BTC-PERP","0.000016"
"2021-10-20T05:00:00+00:00","BTC-PERP","0.000027"
"2021-10-20T04:00:00+00:00","BTC-PERP","0.000013"
"2021-10-20T03:00:00+00:00","BTC-PERP","0.000012"
"2021-10-20T02:00:00+00:00","BTC-PERP","0.000013"
"2021-10-20T01:00:00+00:00","BTC-PERP","0.00002"
"2021-10-20T00:00:00+00:00","BTC-PERP","0.000022"
"2021-10-19T23:00:00+00:00","BTC-PERP","0.000022"
"2021-10-19T22:00:00+00:00","BTC-PERP","0.000023"
"2021-10-19T21:00:00+00:00","BTC-PERP","0.000024"
"2021-10-19T20:00:00+00:00","BTC-PERP","0.000033"
"2021-10-19T19:00:00+00:00","BTC-PERP","0.000021"
"2021-10-19T18:00:00+00:00","BTC-PERP","0.000017"
"2021-10-19T17:00:00+00:00","BTC-PERP","0.000019"
"2021-10-19T16:00:00+00:00","BTC-PERP","0.000021"
"2021-10-19T15:00:00+00:00","BTC-PERP","0.000001"
"2021-10-19T14:00:00+00:00","BTC-PERP","0.00002"
"2021-10-19T13:00:00+00:00","BTC-PERP","0.000019"
"2021-10-19T12:00:00+00:00","BTC-PERP","0.000021"
"2021-10-19T11:00:00+00:00","BTC-PERP","0.000025"
"2021-10-19T10:00:00+00:00","BTC-PERP","0.000013"
"2021-10-19T09:00:00+00:00","BTC-PERP","0.000015"
"2021-10-19T08:00:00+00:00","BTC-PERP","0.000023"
"2021-10-19T07:00:00+00:00","BTC-PERP","0.000017"
"2021-10-19T06:00:00+00:00","BTC-PERP","0.000017"
"2021-10-19T05:00:00+00:00","BTC-PERP","0.00003"
"2021-10-19T04:00:00+00:00","BTC-PERP","0.000035"
"2021-10-19T03:00:00+00:00","BTC-PERP","0.000019"
"2021-10-19T02:00:00+00:00","BTC-PERP","0.000015"
"2021-10-19T01:00:00+00:00","BTC-PERP","0.000016"
"2021-10-19T00:00:00+00:00","BTC-PERP","0.000015"
"2021-10-18T23:00:00+00:00","BTC-PERP","0.000012"
"2021-10-18T22:00:00+00:00","BTC-PERP","0.000009"
"2021-10-18T21:00:00+00:00","BTC-PERP","0.000011"
"2021-10-18T20:00:00+00:00","BTC-PERP","0.000012"
"2021-10-18T19:00:00+00:00","BTC-PERP","0.000004"
"2021-10-18T18:00:00+00:00","BTC-PERP","0.000009"
"2021-10-18T17:00:00+00:00","BTC-PERP","0.000012"
"2021-10-18T16:00:00+00:00","BTC-PERP","0.00001"
"2021-10-18T15:00:00+00:00","BTC-PERP","0.000016"
"2021-10-18T14:00:00+00:00","BTC-PERP","0.00002"
"2021-10-18T13:00:00+00:00","BTC-PERP","0.00002"
"2021-10-18T12:00:00+00:00","BTC-PERP","0.000026"
"2021-10-18T11:00:00+00:00","BTC-PERP","0.000025"
"2021-10-18T10:00:00+00:00","BTC-PERP","0.000034"
"2021-10-18T09:00:00+00:00","BTC-PERP","0.000034"
"2021-10-18T08:00:00+00:00","BTC-PERP","0.000036"
"2021-10-18T07:00:00+00:00","BTC-PERP","0.000039"
"2021-10-18T06:00:00+00:00","BTC-PERP","0.000036"
"2021-10-18T05:00:00+00:00","BTC-PERP","0.000034"
